Model,AUC,Threshold,Net_Benefit
Random Forest Optimized,0.8442008879023308,0.62,0.026733500417710943
Random Forest Optimized,0.8442008879023308,0.63,0.01730301730301731
Random Forest Optimized,0.8442008879023308,0.64,0.022339800117577885
Random Forest Optimized,0.8442008879023308,0.65,0.01814058956916098
Random Forest Optimized,0.8442008879023308,0.66,0.018674136321195134
Random Forest Optimized,0.8442008879023308,0.67,0.014430014430014404
Random Forest Optimized,0.8442008879023308,0.68,0.0046296296296296086
Random Forest Optimized,0.8442008879023308,0.6900000000000001,-0.010752688172043043
Random Forest Optimized,0.8442008879023308,0.7000000000000001,-0.0035273368606702216
Random Forest Optimized,0.8442008879023308,0.7100000000000001,-0.013683634373289594
Random Forest Optimized,0.8442008879023308,0.72,-0.024187452758881317
Random Forest Optimized,0.8442008879023308,0.73,-0.015481089555163613
Random Forest Optimized,0.8442008879023308,0.74,-0.02075702075702074
Random Forest Optimized,0.8442008879023308,0.75,-0.031746031746031744
Random Forest Optimized,0.8442008879023308,0.76,-0.04850088183421518
Random Forest Optimized,0.8442008879023308,0.77,-0.05521048999309869
Random Forest Optimized,0.8442008879023308,0.78,-0.06782106782106784
Random Forest Optimized,0.8442008879023308,0.79,-0.061224489795918394
Random Forest Optimized,0.8442008879023308,0.8,-0.052910052910052935
Random Forest Optimized,0.8442008879023308,0.81,-0.01475912002227793
Random Forest Optimized,0.8442008879023308,0.8200000000000001,-0.024691358024691384
Random Forest Optimized,0.8442008879023308,0.8300000000000001,-0.045751633986928136
Random Forest Optimized,0.8442008879023308,0.8400000000000001,-0.05687830687830693
Random Forest Optimized,0.8442008879023308,0.85,-0.06349206349206347
Random Forest Optimized,0.8442008879023308,0.86,-0.0438397581254724
Random Forest Optimized,0.8442008879023308,0.87,-0.04965404965404964
Random Forest Optimized,0.8442008879023308,0.88,-0.0564373897707231
Random Forest Optimized,0.8442008879023308,0.89,-0.02693602693602694
Random Forest Optimized,0.8442008879023308,0.9,-0.03703703703703704
Random Forest Optimized,0.8442008879023308,0.91,-0.04291593180482071
