Model,AUC,TP,FP,FN,TN,Accuracy,Sensitivity,Specificity,PPV,NPV
SVM,0.8444783573806881,39,27,14,109,0.783068783068783,0.7358490566037735,0.8014705882352942,0.5909090909090909,0.8861788617886179
