Model,AUC,AP,Recall,Precision
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.6226415094339622,0.7021276595744681
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.6226415094339622,0.717391304347826
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.6226415094339622,0.7333333333333333
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.6037735849056604,0.7272727272727273
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.6037735849056604,0.7441860465116279
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.5849056603773585,0.7380952380952381
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.5471698113207547,0.725
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.5094339622641509,0.7105263157894737
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.49056603773584906,0.7027027027027027
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.4716981132075472,0.6944444444444444
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.4528301886792453,0.6857142857142857
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.4339622641509434,0.6764705882352942
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.41509433962264153,0.6666666666666666
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.41509433962264153,0.6875
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.41509433962264153,0.7096774193548387
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.39622641509433965,0.7
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.37735849056603776,0.6896551724137931
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.3584905660377358,0.6785714285714286
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.33962264150943394,0.6666666666666666
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.33962264150943394,0.6923076923076923
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.32075471698113206,0.68
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.3018867924528302,0.6666666666666666
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.3018867924528302,0.6956521739130435
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.2830188679245283,0.6818181818181818
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.2641509433962264,0.6666666666666666
Random Forest Optimized,0.8442008879023308,0.6498620449293036,0.24528301886792453,0.65
